t,ABS_RX,ABS_RY,ABS_RZ,ABS_X,ABS_Y,ABS_Z
1654431135.5343814,127,126,0,135,0,0
1654431135.5702407,126,125,0,135,0,0
1654431135.6063354,127,125,0,136,0,0
1654431135.6423726,126,125,0,136,0,0
1654431135.6784105,126,126,0,136,0,0
1654431135.7144694,126,126,0,135,0,0
1654431135.7544081,126,126,0,135,0,0
1654431135.790351,126,126,0,135,0,0
1654431135.826278,127,126,0,136,0,0
1654431135.862487,125,125,0,136,0,0
1654431135.8983223,126,125,0,136,0,0
1654431135.9345045,127,127,0,135,0,0
1654431135.9704013,127,126,0,136,0,0
1654431136.0064602,128,126,0,136,0,0
1654431136.0424964,127,125,0,135,0,0
1654431136.0784607,126,126,0,137,0,0
1654431136.1144435,126,126,0,136,0,0
1654431136.150726,126,126,0,135,0,0
1654431136.1868074,127,126,0,136,0,0
1654431136.2224545,127,125,0,135,0,0
1654431136.2584977,126,125,0,137,0,0
1654431136.2945411,126,126,0,135,0,0
1654431136.3304894,126,126,0,135,0,0
1654431136.3665245,127,126,0,136,0,0
1654431136.4024673,126,126,0,136,0,0
1654431136.4384599,127,126,0,136,0,0
1654431136.4744828,126,126,0,136,0,0
1654431136.5104792,126,126,0,135,0,0
1654431136.5464635,126,126,0,136,0,0
1654431136.5825608,126,126,0,136,0,0
1654431136.6184707,127,127,0,136,0,0
1654431136.654413,127,125,0,136,0,0
1654431136.6905272,126,126,0,135,0,0
1654431136.7265384,127,126,0,136,0,0
1654431136.7624028,126,126,0,136,0,0
1654431136.8025296,127,126,0,136,0,0
1654431136.8385367,125,126,0,136,0,0
1654431136.8783662,126,125,0,136,0,0
1654431136.914476,126,126,0,136,0,0
1654431136.9543989,126,126,0,136,0,0
1654431136.9904668,126,126,0,136,0,0
1654431137.0383618,126,126,0,135,0,0
1654431137.074576,126,126,0,136,0,0
1654431137.1105337,126,126,0,136,0,0
1654431137.1465104,127,127,0,135,0,0
1654431137.182555,126,125,0,135,0,0
1654431137.2184918,126,126,0,136,0,0
1654431137.254457,127,126,0,136,0,0
1654431137.290522,126,125,0,136,0,0
1654431137.3265734,127,126,0,136,0,0
1654431137.3627243,126,125,0,135,0,0
1654431137.3986127,126,125,0,135,0,0
1654431137.434672,125,126,0,137,0,0
1654431137.470626,126,126,0,136,0,0
1654431137.5066617,127,127,0,136,0,0
1654431137.5426996,127,126,0,136,0,0
1654431137.578712,127,125,0,135,0,0
1654431137.614735,127,125,0,136,0,0
1654431137.662712,126,125,0,136,0,0
1654431137.6987238,126,126,0,136,0,0
1654431137.7346642,126,126,0,136,0,0
1654431137.7705731,127,126,0,136,0,0
1654431137.8066537,126,125,0,136,0,0
1654431137.8427637,126,126,0,136,0,0
1654431137.8786528,126,126,0,136,0,0
1654431137.91864,126,125,0,136,0,0
1654431137.9546106,125,126,0,136,0,0
1654431137.9906032,126,126,0,135,0,0
1654431138.0265703,126,126,0,136,0,0
1654431138.0626123,126,125,0,135,0,0
1654431138.0986173,126,125,0,136,0,0
1654431138.1346238,126,126,0,136,0,0
1654431138.1706061,126,126,0,136,0,0
1654431138.2066386,126,127,0,136,0,0
1654431138.2426724,126,125,0,135,0,0
1654431138.2787254,126,125,0,136,0,0
1654431138.3147058,126,125,0,136,0,0
1654431138.3507724,125,126,0,136,0,0
1654431138.386722,126,126,0,136,0,0
1654431138.42273,126,125,0,135,0,0
1654431138.4587817,126,125,0,136,0,0
1654431138.4947658,127,125,0,136,0,0
1654431138.5306005,127,126,0,136,0,0
1654431138.566665,126,126,0,136,0,0
1654431138.6026847,126,126,0,136,0,0
1654431138.6387792,127,126,0,135,0,0
1654431138.674709,127,126,0,136,0,0
1654431138.7146935,126,125,0,137,0,0
1654431138.7507844,126,126,0,136,0,0
1654431138.7908034,126,126,0,137,0,0
1654431138.8267033,127,126,0,135,0,0
1654431138.862686,127,126,0,136,0,0
1654431138.8991976,126,126,0,135,0,0
1654431138.934812,126,125,0,136,0,0
1654431138.9707062,126,125,0,137,0,0
1654431139.0067856,126,126,0,137,0,0
1654431139.0426784,127,126,0,135,0,0
1654431139.0786788,126,126,0,135,0,0
1654431139.114624,126,125,0,136,0,0
1654431139.1546848,128,125,0,136,0,0
1654431139.1908395,126,125,0,136,0,0
1654431139.226749,126,126,0,135,0,0
1654431139.2626765,126,126,0,135,0,0
1654431139.2987752,126,126,0,136,0,0
1654431139.3347428,127,126,0,136,0,0
1654431139.3706934,126,125,0,136,0,0
1654431139.40689,125,126,0,136,0,0
1654431139.4428465,126,127,0,136,0,0
1654431139.4787247,127,126,0,135,0,0
1654431139.5147922,127,126,0,136,0,0
1654431139.5507872,127,126,0,136,0,0
1654431139.590698,126,125,0,135,0,0
1654431139.626759,126,126,0,137,0,0
1654431139.6708355,127,126,0,136,0,0
1654431139.7068245,125,126,0,136,0,0
