t,ABS_RX,ABS_RY,ABS_RZ,ABS_X,ABS_Y,ABS_Z
1654431129.5697122,126,126,0,136,0,0
1654431129.605733,127,126,0,136,0,0
1654431129.641703,126,125,0,136,0,0
1654431129.68175,126,125,0,136,0,0
1654431129.7215734,125,126,0,136,0,0
1654431129.7577326,125,126,0,135,0,0
1654431129.7936826,127,127,0,135,0,0
1654431129.829719,126,126,0,136,0,0
1654431129.8656754,126,126,0,136,0,0
1654431129.901683,125,126,0,136,0,0
1654431129.937818,125,126,0,135,0,0
1654431129.9736197,126,126,0,135,0,0
1654431130.0096705,126,126,0,136,0,0
1654431130.0496988,126,126,0,135,0,0
1654431130.0856829,126,125,0,137,0,0
1654431130.1256852,126,126,0,136,0,0
1654431130.1616678,126,126,0,136,0,0
1654431130.1975985,126,126,0,136,0,0
1654431130.2336411,126,126,0,136,0,0
1654431130.2696204,128,126,0,136,0,0
1654431130.305777,126,126,0,136,0,0
1654431130.3416278,127,125,0,136,0,0
1654431130.3816445,126,126,0,135,0,0
1654431130.4178267,125,126,0,136,0,0
1654431130.4540453,126,126,0,136,0,0
1654431130.4899652,126,126,0,135,0,0
1654431130.5258505,127,125,0,136,0,0
1654431130.5616982,127,125,0,136,0,0
1654431130.597698,126,126,0,137,0,0
1654431130.6337044,126,126,0,136,0,0
1654431130.6697795,126,126,0,136,0,0
1654431130.7058053,126,125,0,135,0,0
1654431130.7417486,126,125,0,135,0,0
1654431130.777735,126,125,0,136,0,0
1654431130.813736,126,126,0,137,0,0
1654431130.8538604,126,126,0,137,0,0
1654431130.8898203,127,126,0,136,0,0
1654431130.9258337,126,126,0,136,0,0
1654431130.965766,127,126,0,136,0,0
1654431131.0018668,126,126,0,135,0,0
1654431131.0378227,126,125,0,136,0,0
1654431131.0737662,126,126,0,136,0,0
1654431131.1099854,125,126,0,136,0,0
1654431131.1459687,126,126,0,136,0,0
1654431131.1817918,126,126,0,136,0,0
1654431131.2179418,126,126,0,136,0,0
1654431131.253888,126,126,0,135,0,0
1654431131.289809,126,126,0,135,0,0
1654431131.326053,126,126,0,136,0,0
1654431131.361938,126,126,0,135,0,0
1654431131.39784,127,126,0,136,0,0
1654431131.4339635,126,125,0,136,0,0
1654431131.4697676,126,126,0,135,0,0
1654431131.5059319,126,126,0,136,0,0
1654431131.5417602,126,126,0,136,0,0
1654431131.5777895,126,125,0,135,0,0
1654431131.6138036,127,125,0,136,0,0
1654431131.6497695,126,125,0,135,0,0
1654431131.685819,125,126,0,136,0,0
1654431131.7219565,127,126,0,135,0,0
1654431131.7579634,126,126,0,136,0,0
1654431131.7938256,126,126,0,136,0,0
1654431131.8299496,126,125,0,136,0,0
1654431131.8659616,126,126,0,136,0,0
1654431131.967296,126,126,0,135,0,0
1654431132.0019279,126,126,0,136,0,0
1654431132.0378687,126,126,0,136,0,0
1654431132.0778718,126,126,0,135,0,0
1654431132.1140747,127,126,0,136,0,0
1654431132.1498682,128,125,0,136,0,0
1654431132.1858847,126,125,0,136,0,0
1654431132.2218072,126,126,0,136,0,0
1654431132.261976,126,126,0,136,0,0
1654431132.3060575,127,126,0,136,0,0
1654431132.341895,126,126,0,135,0,0
1654431132.3818355,126,126,0,135,0,0
1654431132.4178894,126,126,0,136,0,0
1654431132.4539034,127,125,0,136,0,0
1654431132.4939644,127,125,0,136,0,0
1654431132.5340652,126,125,0,135,0,0
1654431132.570026,125,126,0,135,0,0
1654431132.605856,126,126,0,136,0,0
1654431132.64189,127,126,0,136,0,0
1654431132.6780143,126,126,0,135,0,0
1654431132.7140434,127,125,0,135,0,0
1654431132.7500827,126,125,0,135,0,0
1654431132.7860172,126,126,0,137,0,0
1654431132.821982,126,126,0,136,0,0
1654431132.862311,126,126,0,136,0,0
1654431132.8980186,127,126,0,136,0,0
1654431132.9380643,127,126,0,136,0,0
1654431132.9740303,127,125,0,136,0,0
1654431133.0100737,126,126,0,135,0,0
1654431133.0460408,127,126,0,136,0,0
1654431133.0820138,127,126,0,135,0,0
1654431133.118061,126,126,0,136,0,0
1654431133.1540093,127,125,0,135,0,0
1654431133.1899927,126,126,0,136,0,0
1654431133.2260113,126,126,0,136,0,0
1654431133.2621007,125,126,0,136,0,0
1654431133.2980278,127,127,0,136,0,0
1654431133.3340352,125,125,0,136,0,0
1654431133.370072,126,126,0,136,0,0
1654431133.4061754,126,125,0,136,0,0
1654431133.4422994,126,125,0,136,0,0
1654431133.4781356,126,126,0,136,0,0
1654431133.514197,127,126,0,136,0,0
1654431133.5501528,127,126,0,136,0,0
1654431133.5899844,126,126,0,136,0,0
1654431133.6261067,126,126,0,136,0,0
1654431133.6620905,126,126,0,135,0,0
1654431133.698207,126,126,0,135,0,0
1654431133.734264,127,125,0,136,0,0
1654431133.7701056,126,125,0,136,0,0
1654431133.8061404,127,126,0,135,0,0
1654431133.8461795,126,126,0,136,0,0
1654431133.8861802,126,126,0,136,0,0
1654431133.9221902,126,126,0,136,0,0
1654431133.9661388,125,126,0,136,0,0
1654431134.0101392,126,126,0,135,0,0
1654431134.04605,125,126,0,136,0,0
1654431134.0860615,126,126,0,136,0,0
1654431134.1222386,126,126,0,137,0,0
1654431134.1622262,127,126,0,135,0,0
1654431134.1980982,126,125,0,137,0,0
1654431134.2343113,127,126,0,136,0,0
1654431134.2701647,126,126,0,136,0,0
1654431134.3062575,126,125,0,135,0,0
1654431134.3421798,126,126,0,136,0,0
1654431134.378281,125,126,0,135,0,0
1654431134.4183393,126,126,0,136,0,0
1654431134.4542487,126,126,0,136,0,0
1654431134.4901881,126,126,0,136,0,0
1654431134.5262783,126,126,0,135,0,0
1654431134.562191,127,126,0,136,0,0
1654431134.5982516,126,126,0,136,0,0
1654431134.6343179,126,126,0,136,0,0
1654431134.674313,126,125,0,136,0,0
1654431134.7183893,126,125,0,136,0,0
1654431134.754263,126,126,0,137,0,0
1654431134.790249,125,126,0,136,0,0
1654431134.8264189,126,126,0,135,0,0
1654431134.862342,126,125,0,135,0,0
1654431134.8982787,126,125,0,135,0,0
1654431134.9382913,126,126,0,135,0,0
1654431134.9742584,126,126,0,136,0,0
1654431135.0103254,126,126,0,136,0,0
1654431135.0501947,127,126,0,136,0,0
1654431135.0863197,127,125,0,135,0,0
1654431135.1263478,126,125,0,135,0,0
1654431135.1622515,125,126,0,135,0,0
1654431135.1982617,125,126,0,135,0,0
1654431135.246263,126,126,0,137,0,0
1654431135.2822454,126,126,0,136,0,0
1654431135.3182898,126,126,0,135,0,0
1654431135.3542197,126,126,0,135,0,0
1654431135.3902447,126,126,0,135,0,0
1654431135.426312,126,126,0,137,0,0
1654431135.462185,126,126,0,136,0,0
1654431135.4982128,125,126,0,136,0,0
