Time, vertical_speed, surface_altitude, horizontal_speed
20173377.394157644,-0.003227154404884228,1.0578745806124061,0.0010132468167854212
20173377.434157643,-0.0024755305663892954,1.0578189541120082,0.001447939441192563
20173377.454157643,0.008925746005788063,1.0580059946514666,0.0009416239326375173
20173377.474157643,-0.009576989979388831,1.0578139694407582,0.00031798897022327195
20173377.51415764,-0.0024026969552008682,1.0579207560513169,0.00042605650244769637
20173377.55415764,-0.0034709867820390894,1.057824162300676,0.0005840194430217128
20173377.57415764,0.00039850835767047646,1.0578408094588667,0.0008579190224069782
20173377.61415764,0.0013023194100632311,1.0578597402200103,0.000992404353254896
20173377.63415764,-0.0012036325906860004,1.057841662201099,0.0014412708400867078
20173377.674157638,-0.0016559936301164958,1.0578384276013821,0.0013936274864208566
20173377.714157637,-0.0014577353440914868,1.057835649466142,0.0012639330113758
20173377.754157636,-0.0014147563150991675,1.0578399628866464,0.0011223650395652861
20173377.794157635,-0.0015570604692716147,1.0578363715903834,0.0010569472540034061
20173377.814157635,0.000889542241390311,1.0578623715555295,0.000615641087670344
20173377.854157634,0.008314097912243239,1.0580129905138165,0.00073508591539298
20173377.894157633,-0.005278452376359069,1.0578944153385237,0.000510707125176951
20173377.914157633,0.005707059497162292,1.0580143686383963,0.00029647883553325335
20173377.95415763,0.008605723645824468,1.0579482672037557,0.0008939593179131665
20173377.99415763,0.0093266268778722,1.0579619394848123,0.0011706408676000904
20173378.01415763,-0.008755286894572329,1.0577862528152764,0.000812629103141183
20173378.05415763,-0.0021423671558148992,1.057921461877413,0.0011286761516112627
20173378.09415763,-0.01364432389183885,1.0577517030760646,0.00036555743880105547
20173378.11415763,0.008513770533555532,1.0579383500153199,0.0010956164904697562
20173378.154157627,0.0013958823076607868,1.058092895313166,0.000543361787591104
20173378.194157626,-0.004216774975313021,1.0578411148162559,0.0002805301456797251
20173378.214157626,-0.0035507758763592577,1.0577757543651387,0.0008613486264474386
20173378.254157625,0.0002085105257194413,1.0578332011355087,0.0014435524016475946
20173378.294157624,-0.001537045739363079,1.0578454295173287,0.0015074573531189367
20173378.314157624,0.0008028189243258076,1.0578693816205487,0.0011121322486746217
20173378.354157623,0.0007136896025572087,1.0578626648057252,0.0008949668799530122
20173378.394157622,0.000871006074411898,1.057862342451699,0.000747577189750321
20173378.43415762,0.0007254019210657977,1.0578681946499273,0.0005837860153029914
20173378.47415762,-0.002986527071713219,1.0579672190360725,0.0013532764121258604
20173378.51415762,-0.0013272480584701394,1.0578484138241038,0.0011093751152778184
20173378.55415762,-0.0024575408696254587,1.0579685874981806,0.001511795411994233
20173378.594157618,-0.0018307233619701524,1.0578491718042642,0.0008481430675685278
20173378.614157617,0.0076718135956980295,1.0580096788471565,0.0012924658545510079
20173378.654157616,0.00036933625242789673,1.058096545515582,0.0005849726567376985
20173378.694157615,0.008451095144148445,1.057916465564631,0.0010535889094408276
20173378.714157615,0.007345934113358876,1.0580620262771845,0.0011445419515584844
20173378.754157614,-0.007190795465675427,1.0579545421060175,0.0006074178370799209
20173378.794157613,-0.0008068001743413774,1.0578035165090114,0.0012080075682388463
20173378.834157612,-0.0008027333281994384,1.057979472563602,0.0010316568196012729
20173378.87415761,-0.005809801241570434,1.0578105146996677,0.0008295203239921168
20173378.91415761,0.008929053236167672,1.0580016432795674,0.0014390248205231428
20173378.93415761,-0.002146281648053594,1.057958681252785,0.0010490184568772124
20173378.97415761,-0.005623162967725172,1.0579230904113501,0.0021823014584835447
20173379.01415761,-0.0040387604104673335,1.0578100414713845,0.0008685049262251493
20173379.054157607,-6.680253458843545e-05,1.0578413432231173,0.0010626511985315226
20173379.094157606,-0.0011422875334550471,1.0578561730217189,0.0009629916222103945
20173379.114157606,0.0006491989907188975,1.0578769682906568,0.0010497725196257702
20173379.154157605,0.0008048681178483836,1.0578726121457294,0.0008653689489131896
20173379.194157604,0.008268619554266204,1.0580203213030472,0.0008185009408809369
20173379.234157603,0.007303321261116574,1.057977125630714,0.0008114371129655454
20173379.274157602,0.00103077823429519,1.0581046910956502,0.0004492528222306243
