Time, vertical_speed, surface_altitude, horizontal_speed
20172041.7341875,0.010557951707309188,0.3976435411022976,0.0008010440406435114
20172041.774187498,0.00114462258694292,0.39763356163166463,0.0012577514879097982
20172041.814187497,0.004540946084496841,0.39772683777846396,0.0014190999956814096
20172041.834187496,0.0028065411661262665,0.39772315695881844,0.0010182090439927298
20172041.874187496,3.9484947991540306e-05,0.3976021291455254,0.0015031999312371063
20172041.914187495,0.0020969834778374317,0.3975159073015675,0.004619082971604337
20172041.934187494,0.00039138535138457894,0.3974637413630262,0.005918476286348546
20172041.974187493,0.005651720372082541,0.3975146167213097,0.007849775380270398
20172042.014187492,0.001858382245795241,0.3975680893054232,0.009070632785179493
20172042.034187492,0.003155774741188809,0.39757075160741806,0.00895771317366301
20172042.07418749,0.0024654129214610153,0.397536012227647,0.00746516700744705
20172042.11418749,0.0038441158481145564,0.39761132874991745,0.005601685570257828
20172042.13418749,0.0038978425659292994,0.3976289813872427,0.004736196244301368
20172042.17418749,-0.0029797436180314576,0.3974344626767561,0.003039478861212755
20172042.214187488,0.0016452561926599875,0.3974143258528784,0.0028807093094565784
20172042.234187488,0.007185338744817732,0.3974964306689799,0.002914104400220643
20172042.274187487,0.008039873781496946,0.39763687609229237,0.002563614552619511
20172042.314187486,0.0005889374600440627,0.39757403230760247,0.002633727807908976
20172042.334187485,-0.001908417454494616,0.39747607486788183,0.002713936096925284
20172042.374187484,-0.0015731260069410786,0.3972281398018822,0.0029060712414199557
20172042.414187483,0.007868999767206052,0.3974232856417075,0.0019108658106131947
20172042.434187483,0.005087216287867413,0.39746546116657555,0.0012383029866672919
20172042.474187482,0.005917638578270872,0.397535536554642,0.00022159960612498576
20172042.51418748,-0.0006455618406470309,0.3974355763057247,0.001372653409020539
20172042.53418748,0.007167565614186045,0.39751756319310516,0.0016872057380121312
20172042.57418748,0.004116194648156696,0.39765324303880334,0.0019998221965873936
20172042.61418748,0.0027810089882665144,0.39765726192854345,0.002524401880435153
20172042.63418748,0.004649158435466747,0.3976895079249516,0.0023134310750778145
20172042.674187478,0.0008489854414967042,0.39760800125077367,0.0007857865615536053
